35	3	a	but tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ...
36	3	a	much of the movie 's charm lies in the utter cuteness of stuart and margolo .
37	3	a	their computer-animated faces are very expressive .
38	2	a	the path ice age follows most closely 
39	3	a	... spiced with humor -lrb- ' i speak fluent flatula 
40	3	a	there 's an energy to y tu mamá también .
41	4	a	much of it comes from the brave 
42	2	a	`` 13 conversations '' holds its goodwill close 
43	3	a	`` auto focus '' works as an unusual biopic and document of male swingers in the playboy era
44	2	a	if mr. zhang 's subject matter is 
45	0	a	... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? ''
46	3	a	feeling to it 
47	3	a	`` cremaster 3 '' should come with the warning `` for serious film buffs only ! ''
48	1	a	made me unintentionally famous -- as the queasy-stomached critic who staggered from the theater and blacked out in the lobby .
49	4	a	but believe it or not 
50	3	a	garcía bernal and talancón are an immensely appealing couple 
51	4	a	... a spoof comedy that carries its share of laughs -- sometimes a chuckle 
52	3	a	-lrb- city -rrb- reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` analyze this ' -lrb- 1999 -rrb- and ` analyze that 
53	4	a	the wanton slipperiness of \* corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .
54	4	a	`` frailty '' starts out like a typical bible killer story 
55	4	a	for those who pride themselves on sophisticated 
56	4	a	it cuts to the core of what it actually means to face your fears 
57	3	a	a welcome relief from baseball movies that try too hard to be mythic 
58	3	a	a crisp psychological drama -lrb- and -rrb- a fascinating little thriller that would have been perfect for an old `` twilight zone '' episode .
59	3	a	it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing .
60	2	a	opening with some contrived banter 
61	3	a	an uncluttered 
62	3	a	-lrb- the cockettes -rrb- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '
63	3	a	a smart 
64	1	a	the modern-day royals have nothing on these guys when it comes to scandals .
65	1	a	it 's only in fairy tales that princesses that are married for political reason live happily ever after .
66	4	a	a terrific b movie -- in fact 
67	3	a	`` birthday girl '' is an actor 's movie first and foremost .
68	4	a	i walked away from this new version of e.t. just as i hoped i would -- with moist eyes .
69	4	a	for devotees of french cinema 
70	3	a	what 's really so appealing about the characters is their resemblance to everyday children .
71	2	a	shamelessly resorting to pee-related sight gags that might even cause tom green a grimace ; still 
72	1	a	an absurdist spider web .
73	3	a	if you 're as happy listening to movies as you are watching them 
74	2	a	this version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema 's inability to stand in for true 
75	2	a	some movies blend together as they become distant memories .
76	3	a	mention `` solaris '' five years from now and i 'm sure those who saw it will have an opinion to share .
77	4	a	allen 's funniest and most likeable movie in years .
78	4	a	it 's a glorious spectacle like those d.w. griffith made in the early days of silent film .
79	4	a	this comic gem is as delightful as it is derivative .
80	4	a	more timely than its director could ever have dreamed 
81	3	a	the leaping story line 
82	2	a	with three excellent principal singers 
83	4	a	the production has been made with an enormous amount of affection 
84	3	a	certainly the performances are worthwhile .
85	3	a	winds up being both revelatory and narcissistic 
86	4	a	watching these eccentrics is both inspiring and pure joy .
87	4	a	steven spielberg brings us another masterpiece
88	3	a	finally 
89	4	a	ms. seigner and mr. serrault bring fresh 
90	3	a	allen shows he can outgag any of those young whippersnappers making moving pictures today .
91	3	a	a good film with a solid pedigree both in front of and 
92	1	a	by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act 
93	4	a	i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !
94	3	a	a literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .
95	3	a	high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .
96	4	a	if you 're a fan of the series you 'll love it and probably want to see it twice .
97	3	a	i will be .
98	3	a	it celebrates the group 's playful spark of nonconformity 
99	4	a	the story ... is inspiring 
100	3	a	it is also a testament to the integrity and vision of the band .
101	4	a	laced with liberal doses of dark humor 
102	3	a	huppert 's show to steal and she makes a meal of it 
103	3	a	nair does n't treat the issues lightly .
104	3	a	she allows each character to confront their problems openly and honestly .
105	4	a	one of the best silly horror movies of recent memory 
106	3	a	the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .
107	3	a	strange occurrences build in the mind of the viewer and take on extreme urgency .
108	3	a	has a certain ghoulish fascination 
109	3	a	familiar but utterly delightful .
110	3	a	a fascinating 
111	3	a	the film aims to be funny 
112	3	a	the extent to which it succeeds is impressive .
113	4	a	the film brilliantly shines on all the characters 
114	3	a	while not for every taste 
115	3	a	as broad and cartoonish as the screenplay is 
116	4	a	in addition to hoffman 's powerful acting clinic 
117	4	a	jeffrey tambor 's performance as the intelligent jazz-playing exterminator is oscar-worthy .
118	3	a	from the opening strains of the average white band 's `` pick up the pieces '' 
119	3	a	stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .
120	3	a	that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture
121	2	a	old people will love this movie 
122	3	a	meyjes ' provocative film might be called an example of the haphazardness of evil .
123	2	a	tian emphasizes the isolation of these characters by confining color to liyan 's backyard .
124	3	a	the movie is pretty funny now and then without in any way demeaning its subjects .
125	3	a	imagine a scenario where bergman approaches swedish fatalism using gary larson 's far side humor
126	3	a	too damn weird to pass up 
127	4	a	it is most remarkable not because of its epic scope 
128	1	a	it 's not a great monster movie .
129	2	a	but if you 've paid a matinee price and bought a big tub of popcorn 
130	2	a	chomp chomp !
131	2	a	the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies ... but the film suffers from its own difficulties .
132	4	a	others 
133	3	a	miller tells this very compelling tale with little fuss or noise 
134	3	a	time out is existential drama without any of the pretension associated with the term .
135	3	a	it 's a sweet 
136	3	a	writer\/director alexander payne -lrb- election -rrb- and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing .
137	2	a	a movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .
138	4	a	it 's tough to watch 
139	4	a	the best animated feature to hit theaters since beauty and the beast 11 years ago .
140	3	a	what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .
141	4	a	pacino is the best he 's been in years and keener is marvelous .
142	3	a	a solid 
143	3	a	by turns fanciful 
144	4	a	... very funny 
145	3	a	adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book .
146	3	a	so purely enjoyable that you might not even notice it 's a fairly straightforward remake of hollywood comedies such as father of the bride .
147	3	a	moonlight mile gives itself the freedom to feel contradictory things .
148	4	a	it is sentimental but feels free to offend 
149	3	a	the real triumphs in igby come from philippe 
150	3	a	robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side .
151	3	a	if you 're willing to have fun with it 
152	3	a	australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place .
153	3	a	hoffman 's performance is authentic to the core of his being .
154	3	a	told just proficiently enough to trounce its overly comfortable trappings .
155	4	a	an enthralling aesthetic experience 
156	4	a	the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .
157	4	a	a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .
158	3	a	what could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .
159	4	a	duvall is strong as always .
160	4	a	a no-holds-barred cinematic treat .
161	3	a	you 'd have to be a most hard-hearted person not to be moved by this drama .
162	3	a	allen 's underestimated charm delivers more goodies than lumps of coal .
163	4	a	measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs 
164	2	a	an exhilarating serving of movie fluff .
165	4	a	maelstrom is strange and compelling 
166	3	a	it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .
167	2	a	dark and disturbing 
168	1	a	too often 
169	3	a	the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life 
170	2	a	a solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy .
171	3	a	a terrific insider look at the star-making machinery of tinseltown .
172	3	a	it 's a diverting enough hour-and-a-half for the family audience .
173	1	a	a party-hearty teen flick that scalds like acid .
174	4	a	as giddy and whimsical and relevant today as it was 270 years ago .
175	4	a	the film offers an intriguing what-if premise .
176	3	a	the pianist is the film roman polanski may have been born to make .
177	3	a	this version does justice both to stevenson and to the sci-fi genre .
178	3	a	poignant and delicately complex .
179	3	a	enough may pander to our basest desires for payback 
180	3	a	cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff .
181	3	a	in the pianist 
182	3	a	despite the film 's shortcomings 
183	2	a	those who love cinema paradiso will find the new scenes interesting 
184	3	a	if you come from a family that eats 
185	3	a	this bracingly truthful antidote to hollywood teenage movies that slather clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .
186	2	a	the reason to see `` sade '' lay with the chemistry and complex relationship between the marquis -lrb- auteil -rrb- and emilie -lrb- le besco -rrb- .
187	3	a	it 's the filmmakers ' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion .
188	3	a	the film 's strength is n't in its details 
189	2	a	... best seen as speculative history 
190	3	a	it has its faults 
191	3	a	the saigon of 1952 is an uneasy mix of sensual delights and simmering violence 
192	3	a	despite its shortcomings 
193	2	a	flawed 
194	4	a	with dirty deeds 
195	3	a	the humor and humanity of monsoon wedding are in perfect balance .
196	1	a	lookin ' for sin 
197	2	a	try hell house 
198	4	a	a compelling motion picture that illustrates an american tragedy .
199	3	a	as comedic spotlights go 
200	3	a	it 's a day at the beach -- with air conditioning and popcorn .
201	1	a	frida is n't that much different from many a hollywood romance .
202	3	a	what sets it apart is the vision that taymor 
203	4	a	stevens has a flair for dialogue comedy 
204	4	a	extremely well acted by the four primary actors 
205	3	a	the film exudes the urbane sweetness that woody allen seems to have bitterly forsaken .
206	3	a	k-19 : the widowmaker is derivative 
207	3	a	it 's good 
208	3	a	cineasts will revel in those visual in-jokes 
209	3	a	it 's a rare window on an artistic collaboration .
210	1	a	... begins with promise 
211	4	a	perhaps the best sports movie i 've ever seen .
212	4	a	cho 's timing is priceless .
213	2	a	... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic 
214	4	a	a sensitive 
215	3	a	an edgy thriller that delivers a surprising punch .
216	3	a	a reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .
217	3	a	-lrb- reno -rrb- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .
218	3	a	there is truth here
219	4	a	a confident 
220	3	a	a touching 
221	4	a	arteta directs one of the best ensemble casts of the year
222	3	a	the casting of von sydow ... is itself intacto 's luckiest stroke .
223	3	a	no 
224	4	a	a gem of a romantic crime comedy that turns out to be clever 
225	4	a	stands as one of the year 's most intriguing movie experiences 
226	4	a	... the first 2\/3 of the film are incredibly captivating and insanely funny 
227	3	a	this movie got me grinning .
228	3	a	there 's a part of us that can not help be entertained by the sight of someone getting away with something .
229	3	a	an old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .
230	3	a	what 's not to like about a movie with a ` children 's ' song that includes the line ` my stepdad 's not mean 
231	2	a	this english-language version ... does full honor to miyazaki 's teeming and often unsettling landscape 
232	3	a	the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .
233	3	a	not everyone will welcome or accept the trials of henry kissinger as faithful portraiture 
234	3	a	there are no special effects 
235	3	a	like the original 
236	1	a	despite its hawaiian setting 
237	2	a	a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .
238	4	a	filled with honest performances and exceptional detail 
239	2	a	sparkles in its deft portrait of tinseltown 's seasoned veterans of gossip 
240	3	a	in its dry and forceful way 
241	4	a	... a triumph of emotionally and narratively complex filmmaking .
242	2	a	-lrb- haynes ' -rrb- homage to such films as `` all that heaven allows '' and `` imitation of life '' transcends them .
243	4	a	simply put 
244	3	a	an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .
245	1	a	although fairly involving as far as it goes 
246	2	a	proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts .
247	3	a	a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .
248	4	a	top-notch action powers this romantic drama .
249	3	a	beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .
250	3	a	it really is a shame that more wo n't get an opportunity to embrace small 
251	4	a	i stopped thinking about how good it all was 
252	3	a	probably the best case for christianity since chesterton and lewis .
253	3	a	a gently funny 
254	3	a	would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character 
255	3	a	visually fascinating ... an often intense character study about fathers and sons 
256	3	a	a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .
257	3	a	schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .
258	4	a	a slick 
259	3	a	s1m0ne 's satire is not subtle 
260	3	a	it 's a quirky 
261	1	a	while some will object to the idea of a vietnam picture with such a rah-rah 
262	3	a	even if you do n't know the band or the album 's songs by heart 
263	4	a	the solid filmmaking and convincing characters makes this a high water mark for this genre .
264	3	a	films about loss 
265	3	a	seen in that light 
266	4	a	it 's endlessly inventive 
267	4	a	it is definitely worth seeing .
268	3	a	an impeccable study in perversity .
269	3	a	far from heaven is a dazzling conceptual feat 
270	4	a	a movie that both thrills the eye and 
271	3	a	stuffed to the brim with ideas 
272	3	a	affectionately reminds us that 
273	2	a	a drama of great power 
274	4	a	the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs 
275	2	a	the result is more depressing than liberating 
276	3	a	a story about intelligent high school students that deals with first love sweetly but also seriously .
277	4	a	it is also beautifully acted .
278	2	a	it is n't that the picture is unfamiliar 
279	2	a	same song 
280	4	a	it 's a technically superb film 
281	3	a	wilco fans will have a great time 
282	3	a	tsai has a well-deserved reputation as one of the cinema world 's great visual stylists 
283	2	a	the date movie that franz kafka would have made .
284	3	a	the fact is that the screen is most alive when it seems most likely that broomfield 's interviewees 
285	4	a	leguizamo and jones are both excellent and the rest of the cast is uniformly superb .
286	3	a	i liked this film a lot ...
287	3	a	... there is enough originality in ` life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .
288	4	a	a solid and refined piece of moviemaking imbued with passion and attitude .
289	3	a	nettelbeck has crafted an engaging fantasy of flavours and emotions 
290	4	a	with or without the sex 
291	3	a	on the surface a silly comedy 
292	3	a	a weird 
293	2	a	a fine film 
294	4	a	a first-class road movie that proves you can run away from home 
295	1	a	you might want to take a reality check before you pay the full ticket price to see `` simone 
296	4	a	well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .
297	4	a	a backstage must-see for true fans of comedy .
298	3	a	there 's back-stabbing 
299	3	a	the film sounds like the stuff of lurid melodrama 
300	4	a	jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer 
301	3	a	in the disturbingly involving family dysfunctional drama how i killed my father 
302	3	a	below may not mark mr. twohy 's emergence into the mainstream 
303	4	a	there 's no reason to miss interview with the assassin
304	4	a	happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .
305	3	a	its sheer dynamism is infectious .
306	3	a	for his first attempt at film noir 
307	2	a	it somehow managed to make its way past my crappola radar and find a small place in my heart
308	4	a	perhaps it 's cliche to call the film ` refreshing 
309	4	a	` drumline ' shows a level of young 
310	3	a	it does give a taste of the burning man ethos 
311	2	a	the limited sets and small confined and dark spaces also are homages to a classic low-budget film noir movie .
312	1	a	the movie is well done 
313	4	a	-lrb- a -rrb- wonderfully loopy tale of love 
314	3	a	the fascination comes in the power of the huston performance 
315	3	a	the last scenes of the film are anguished 
316	4	a	mr. koshashvili is a director to watch .
317	3	a	predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director john stockwell .
318	3	a	antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but 
319	3	a	one feels the dimming of a certain ambition 
320	3	a	it challenges 
321	3	a	whenever you think you 've figured out late marriage 
322	4	a	the pianist is polanski 's best film .
323	2	a	it is a testament of quiet endurance 
324	1	a	this orange has some juice 
325	3	a	a sensitive 
326	2	a	high crimes knows the mistakes that bad movies make and is determined not to make them 
327	4	a	cusack 's just brilliant in this .
328	4	a	knows how to make our imagination wonder .
329	3	a	jae-eun jeong 's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant 
330	4	a	the overall fabric is hypnotic 
331	3	a	evokes a palpable sense of disconnection 
332	3	a	malcolm mcdowell is cool .
333	3	a	paul bettany is cool .
334	2	a	paul bettany playing malcolm mcdowell ?
335	3	a	cool .
336	3	a	a touching 
337	2	a	... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance
338	4	a	an inventive 
339	3	a	it made me want to get made-up and go see this movie with my sisters .
340	4	a	i thought the relationships were wonderful 
341	3	a	-lrb- caine -rrb- proves once again he has n't lost his touch 
342	3	a	bogdanovich puts history in perspective and 
343	3	a	this breezy caper movie becomes a soulful 
344	4	a	a captivating new film .
345	4	a	those who are n't put off by the film 's austerity will find it more than capable of rewarding them .
346	3	a	it 's a clear-eyed portrait of an intensely lived time 
347	3	a	reveals how important our special talents can be when put in service of of others .
348	3	a	it also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .
349	4	a	with the same sort of good-natured fun found in films like tremors 
350	3	a	a sharp 
351	3	a	the sentimental cliches mar an otherwise excellent film .
352	4	a	a powerful performance from mel gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an m-16 .
353	4	a	a graceful 
354	3	a	a coming-of-age tale from new zealand whose boozy 
355	1	a	made to be jaglomized is the cannes film festival 
356	3	a	the charming result is festival in cannes .
357	4	a	if you 're looking for something new and hoping for something entertaining 
358	4	a	a hugely rewarding experience that 's every bit as enlightening 
359	3	a	a rip-roaring comedy action fest that 'll put hairs on your chest .
360	3	a	if there 's no art here 
361	3	a	simultaneously heart-breaking and very funny 
362	3	a	there is a subversive element to this disney cartoon 
363	3	a	an unforgettable look at morality 
364	3	a	an enjoyable 
365	4	a	miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .
366	3	a	if ayurveda can help us return to a sane regimen of eating 
367	4	a	meeting 
368	4	a	leigh is one of the rare directors who feels acting is the heart and soul of cinema .
369	3	a	he allows his cast members to make creative contributions to the story and dialogue .
370	4	a	this method almost never fails him 
371	4	a	poetry in motion captured on film .
372	3	a	while it can be a bit repetitive 
373	3	a	directing with a sure and measured hand 
374	4	a	the entire movie establishes a wonderfully creepy mood .
375	3	a	i found the ring moderately absorbing 
376	3	a	the filmmakers want nothing else than to show us a good time 
377	4	a	amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .
378	2	a	rabbit-proof fence will probably make you angry .
379	3	a	but it will just as likely make you weep 
380	4	a	both heartbreaking and heartwarming ... just a simple fable done in an artless sytle 
381	3	a	this masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .
382	3	a	the film 's sense of imagery gives it a terrible strength 
383	4	a	the pianist -lrb- is -rrb- a supremely hopeful cautionary tale of war 's madness remembered that we 
384	4	a	here is a divine monument to a single man 's struggle to regain his life 
385	3	a	strange it is 
386	3	a	elegant 
387	2	a	an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .
388	4	a	the ingenuity that parker displays in freshening the play is almost in a class with that of wilde himself .
389	2	a	decasia is what has happened already to so many silent movies 
390	3	a	the unexpected thing is that its dying 
391	1	a	a droll 
392	4	a	with each of her three protagonists 
393	4	a	ryan gosling ... is at 22 a powerful young actor .
394	2	a	a minor work yet there 's no denying the potency of miller 's strange 
395	3	a	as an introduction to the man 's theories and influence 
396	4	a	the film is a verbal duel between two gifted performers .
397	1	a	imperfect ?
398	3	a	yes 
399	2	a	you 'll get the enjoyable basic minimum .
400	2	a	but not a whit more .
401	3	a	what a great way to spend 4 units of your day .
402	3	a	the movie is hardly a masterpiece 
403	3	a	as simple and innocent a movie as you can imagine .
404	4	a	this is a movie you can trust .
405	3	a	passionate 
406	2	a	`` it 's all about the image . ''
407	4	a	vividly conveys the passion 
408	3	a	hollywood ending is not show-stoppingly hilarious 
409	2	a	maybe thomas wolfe was right : you ca n't go home again .
410	3	a	a compelling yarn 
411	3	a	on the granger movie gauge of 1 to 10 
412	3	a	the film has several strong performances .
413	3	a	i 've never bought from telemarketers 
414	4	a	perfectly pitched between comedy and tragedy 
415	2	a	the funny thing is 
416	3	a	-lrb- shyamalan -rrb- turns the goose-pimple genre on its empty head and fills it with spirit 
417	4	a	a sexy 
418	3	a	an entertaining documentary that freshly considers arguments the bard 's immortal plays were written by somebody else .
419	4	a	a highly spirited 
420	4	a	call it magic realism or surrealism 
421	4	a	raimi and his team could n't have done any better in bringing the story of spider-man to the big screen .
422	3	a	the director explores all three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut .
423	4	a	well-acted 
424	3	a	it 's a satisfying summer blockbuster and worth a look .
425	3	a	boomers and their kids will have a barrie good time .
426	3	a	real women have curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by ferrera and ontiveros .
427	3	a	ultimately 
428	3	a	stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge .
429	3	a	sitting in the third row of the imax cinema at sydney 's darling harbour 
430	2	a	the real charm of this trifle is the deadpan comic face of its star 
431	4	a	what 's so fun about this silly 
432	1	a	watching a brian depalma movie is like watching an alfred hitchcock movie after drinking twelve beers .
433	3	a	strip it of all its excess debris 
434	0	a	as it is 
435	4	a	an immensely entertaining look at some of the unsung heroes of 20th century pop music .
436	3	a	this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences 
437	4	a	this beautifully animated epic is never dull .
438	4	a	brian tufano 's handsome widescreen photography and paul grabowsky 's excellent music turn this fairly parochial melodrama into something really rather special .
439	4	a	it makes compelling 
440	4	a	a thoroughly entertaining comedy that uses grant 's own twist of acidity to prevent itself from succumbing to its own bathos .
441	3	a	using a stock plot 
442	2	a	what eric schaeffer has accomplished with never again may not 
443	3	a	but it 's defiantly and delightfully against the grain .
444	4	a	the hard-to-predict and absolutely essential chemistry between the down-to-earth bullock and the nonchalant grant proves to be sensational 
445	3	a	a positively thrilling combination of ethnography and all the intrigue 
446	3	a	mr. clooney 
447	3	a	definitely funny stuff 
448	4	a	easily the most thoughtful fictional examination of the root causes of anti-semitism ever seen on screen .
449	4	a	a real winner -- smart 
450	3	a	family portrait of need 
451	2	a	the pitch must have read like a discarded house beautiful spread .
452	4	a	uplifting as only a document of the worst possibilities of mankind can be 
453	2	a	director david jacobson gives dahmer a consideration that the murderer never game his victims .
454	4	a	the film has a terrific look and salma hayek has a feel for the character at all stages of her life .
455	0	a	a decided lack of spontaneity in its execution and a dearth of real poignancy in its epiphanies .
456	4	a	the performances are remarkable .
457	3	a	it 's burns ' visuals 
458	3	a	as literary desecrations go 
459	0	a	you 'll forget about it by monday 
460	3	a	while i ca n't say it 's on par with the first one 
461	4	a	strange 
462	4	a	a genuinely moving and wisely unsentimental drama .
463	2	a	heaven is a haunting dramatization of a couple 's moral ascension .
464	3	a	the mothman prophecies is best when illustrating the demons bedevilling the modern masculine journey .
465	3	a	plays out with a dogged and eventually winning squareness that would make it the darling of many a kids-and-family-oriented cable channel .
466	4	a	an entertaining british hybrid of comedy 
467	2	a	alain choquart 's camera barely stops moving 
468	2	a	mostly martha could have used a little trimming -- 10 or 15 minutes could be cut and no one would notice -- but it 's a pleasurable trifle .
469	1	a	the only pain you 'll feel as the credits roll is your stomach grumbling for some tasty grub .
470	4	a	hardly an objective documentary 
471	4	a	the mark of a respectable summer blockbuster is one of two things : unadulterated thrills or genuine laughs .
472	4	a	the film is visually dazzling 
473	3	a	a directorial tour de force by bernard rose 
474	4	a	is one of this year 's very best pictures .
475	2	a	what makes the movie work -- to an admittedly limited extent -- is the commitment of two genuinely engaging performers .
476	4	a	weaver and lapaglia are both excellent 
477	3	a	even the digressions are funny .
478	3	a	mr. spielberg and his company just want you to enjoy yourselves without feeling conned .
479	3	a	and they succeed merrily at their noble endeavor .
480	2	a	melodrama with a message .
481	3	a	a perfectly pleasant if slightly pokey comedy .
482	3	a	coppola 's directorial debut is an incredibly layered and stylistic film that 
483	3	a	at the end 
484	3	a	wang xiaoshuai directs this intricately structured and well-realized drama that presents a fascinating glimpse of urban life and the class warfare that embroils two young men .
485	3	a	it 's hard to imagine anybody ever being `` in the mood '' to view a movie as harrowing and painful as the grey zone 
486	4	a	bogdanovich taps deep into the hearst mystique 
487	3	a	a moving tale of love and destruction in unexpected places 
488	3	a	clooney directs this film always keeping the balance between the fantastic and the believable ...
489	3	a	even if you do n't understand what on earth is going on 
490	2	a	... a lesson in prehistoric hilarity .
491	4	a	a fantastically vital movie that manages to invest real humor 
492	3	a	lawrence plumbs personal tragedy and also the human comedy .
493	1	a	though a capable thriller 
494	4	a	just about the surest bet for an all-around good time at the movies this summer .
495	2	a	it would be disingenuous to call reno a great film 
496	3	a	this is a movie that is what it is : a pleasant distraction 
497	3	a	there is a certain sense of experimentation and improvisation to this film that may not always work 
498	3	a	the four feathers has rewards 
499	4	a	a delicious 
500	3	a	this story still seems timely and important .
